,datum,mesec,dan,ura,minuta,alt,az
4048,2023-06-18T16:00:00,6,18,16,0,26.626736866094443,276.71009245992775
4049,2023-06-18T17:00:00,6,18,17,0,16.545601967583334,286.7984308932084
4050,2023-06-18T18:00:00,6,18,18,0,6.9864695366000005,296.9181166493111
4051,2023-06-18T19:00:00,6,18,19,0,-0.2728962058972222,307.5852563646111
4052,2023-06-18T20:00:00,6,18,20,0,-8.781269128036111,319.18473399284443
4053,2023-06-18T21:00:00,6,18,21,0,-14.947797488333332,331.9354979785861
4054,2023-06-18T22:00:00,6,18,22,0,-17.225358660822224,345.78349311904725
4055,2023-06-18T23:00:00,6,18,23,0,-19.976016465844445,0.3123226130472222
4056,2023-06-19T00:00:00,6,19,0,0,-17.33717821396389,14.824819868108333
4057,2023-06-19T01:00:00,6,19,1,0,-13.15956783303611,28.631024770158334
4058,2023-06-19T02:00:00,6,19,2,0,-7.074328741758333,41.33021068932223
4059,2023-06-19T03:00:00,6,19,3,0,-0.627541922111111,52.88257328901667
4060,2023-06-19T04:00:00,6,19,4,0,7.385173163225001,63.51603361568889
4061,2023-06-19T05:00:00,6,19,5,0,16.973596413980555,73.62107329380277
4062,2023-06-19T06:00:00,6,19,6,0,27.070961703808333,83.719969134
4063,2023-06-19T07:00:00,6,19,7,0,37.366525766205555,94.54048553850278
4064,2023-06-19T08:00:00,6,19,8,0,47.480039278508336,107.24258438522223
4065,2023-06-19T09:00:00,6,19,9,0,56.784813663844446,123.89475310595279
4066,2023-06-19T10:00:00,6,19,10,0,64.00853650921388,147.8902715661389
